+----------------------------------------------------------------------------------------------------------------------+--------+
|                                                        title                                                         | rating |
| Tutto l'amore del mondo                                                                                              | 5.7    |
| Twelve                                                                                                               | 5.7    |
| Upside                                                                                                               | 5.7    |
| Uthama Puthiran                                                                                                      | 5.7    |
| Utopia Impusa                                                                                                        | 5.7    |
| Valentine's Day                                                                                                      | 5.7    |
| Waking Madison                                                                                                       | 5.7    |
| We Are What We Are                                                                                                   | 5.7    |
| Welcome to Shamatown                                                                                                 | 5.7    |
| Whirligig                                                                                                            | 5.7    |
| White Wall                                                                                                           | 5.7    |
| Wolf Sheep                                                                                                           | 5.7    |
| Yuriko's Aroma                                                                                                       | 5.7    |
| Zomblies                                                                                                             | 5.7    |
| Última sesión                                                                                                        | 5.7    |
| 4 3 2 Uno                                                                                                            | 5.6    |
| 6 Hours to Christmas                                                                                                 | 5.6    |
| A Little Help                                                                                                        | 5.6    |
| AAA, la película: Sin límite en el tiempo                                                                            | 5.6    |
| After the Waterfall                                                                                                  | 5.6    |
| All Good Children                                                                                                    | 5.6    |
| Amore liquido                                                                                                        | 5.6    |
| An Affirmative Act                                                                                                   | 5.6    |
| Aparecida: O Milagre                                                                                                 | 5.6    |
| Apnea                                                                                                                | 5.6    |
| Balls                                                                                                                | 5.6    |
| Bhalobaslei Ghor Bandha Jay Na                                                                                       | 5.6    |
| Bidari-e Royaha                                                                                                      | 5.6    |
| Black Heaven                                                                                                         | 5.6    |
| Black Sheep                                                                                                          | 5.6    |
| Blame                                                                                                                | 5.6    |
| Blood                                                                                                                | 5.6    |
| Bloody Innocent                                                                                                      | 5.6    |
| Broken Sun                                                                                                           | 5.6    |
| Bruc, the Manhunt                                                                                                    | 5.6    |
| Bus Palladium                                                                                                        | 5.6    |
| Change in the Wind                                                                                                   | 5.6    |
| Clash of Civilization Over an Elevator in Piazza Vittorio                                                            | 5.6    |
| Closure                                                                                                              | 5.6    |
| Cold Water of the Sea                                                                                                | 5.6    |
| Comedy Makes You Cry                                                                                                 | 5.6    |
| Cop Out                                                                                                              | 5.6    |
| Copper Age                                                                                                           | 5.6    |
| Dao jiàn xiào                                                                                                        | 5.6    |
| Denizden gelen                                                                                                       | 5.6    |
| Destino Mara                                                                                                         | 5.6    |
| Diago                                                                                                                | 5.6    |
| Don't Be Afraid of the Dark                                                                                          | 5.6    |
| Dragons or Dinosaurs?                                                                                                | 5.6    |
| Druciki                                                                                                              | 5.6    |
| Ein Leben auf Probe                                                                                                  | 5.6    |
| El Sanatorio                                                                                                         | 5.6    |
| El dios de madera                                                                                                    | 5.6    |
| El espiritu de la salsa                                                                                              | 5.6    |
| Elegía de abril                                                                                                      | 5.6    |
| Europa, East                                                                                                         | 5.6    |
| Fantasyland                                                                                                          | 5.6    |
| Field Guide to November Days                                                                                         | 5.6    |
| Filière 13                                                                                                           | 5.6    |
| Four Lovers                                                                                                          | 5.6    |
| Gandu                                                                                                                | 5.6    |
| Gav-n                                                                                                                | 5.6    |
| Girl$                                                                                                                | 5.6    |
| Gol a Gol                                                                                                            | 5.6    |
| Hacker                                                                                                               | 5.6    |
| Halloween on 6th Street                                                                                              | 5.6    |
| Happy Go Lucky                                                                                                       | 5.6    |
| Happy Husbands                                                                                                       | 5.6    |
| Holiday                                                                                                              | 5.6    |
| Honeymooner                                                                                                          | 5.6    |
| Hubristic                                                                                                            | 5.6    |
| I Hate Luv Storys                                                                                                    | 5.6    |
| In Their Sleep                                                                                                       | 5.6    |
| In This Life                                                                                                         | 5.6    |
| In Your Eyes                                                                                                         | 5.6    |
| Indiana Jones und der Speer des Schicksals                                                                           | 5.6    |
| Irada Pakka                                                                                                          | 5.6    |
| It's About You                                                                                                       | 5.6    |
| Joomoonjin                                                                                                           | 5.6    |
| Kalte Karibik                                                                                                        | 5.6    |
| Khoj, the Search                                                                                                     | 5.6    |
| Ku Ma                                                                                                                | 5.6    |
| Last Letters from Monte Rosa                                                                                         | 5.6    |
| Les imams vont à l'école                                                                                             | 5.6    |
| Lost Kisses                                                                                                          | 5.6    |
| Love Ranch                                                                                                           | 5.6    |
| Manmadhan Ambu                                                                                                       | 5.6    |
| Manuel de Ribera                                                                                                     | 5.6    |
| Maria's Gravy Pot                                                                                                    | 5.6    |
| Megha Sabari Re Asiba Pheri                                                                                          | 5.6    |
| Monster Heroes                                                                                                       | 5.6    |
| Mummy & Me                                                                                                           | 5.6    |
| Mystification                                                                                                        | 5.6    |
| Nice Shorts                                                                                                          | 5.6    |
| Nissash Amar Tumi                                                                                                    | 5.6    |
| O Amor Segundo B. Schianberg                                                                                         | 5.6    |
| O kul: Hayal bile etme                                                                                               | 5.6    |
| Ocio                                                                                                                 | 5.6    |
| One Angry Man                                                                                                        | 5.6    |
| Outliers                                                                                                             | 5.6    |
| Paranormal Activity 2                                                                                                | 5.6    |
| Peep World                                                                                                           | 5.6    |
| Pengakuan Seorang Pelacur                                                                                            | 5.6    |
| Pickman's Muse                                                                                                       | 5.6    |
| Police Police                                                                                                        | 5.6    |
| Pulupot                                                                                                              | 5.6    |
| Race Across the Sky 2010                                                                                             | 5.6    |
| Radio Free Albemuth                                                                                                  | 5.6    |
| Rene Midis Holivudshi                                                                                                | 5.6    |
| Resurrection of Serious Rogers                                                                                       | 5.6    |
| Reverse Motion                                                                                                       | 5.6    |
| Ricky! The Movie                                                                                                     | 5.6    |
| Runaway from Home                                                                                                    | 5.6    |
| Sadgamaya                                                                                                            | 5.6    |
| Sannleikurinn                                                                                                        | 5.6    |
| Saradaga Kasepu                                                                                                      | 5.6    |
| Saving Grace                                                                                                         | 5.6    |
| Saw: The Final Chapter                                                                                               | 5.6    |
| Slow Moe                                                                                                             | 5.6    |
| Special Treatment                                                                                                    | 5.6    |
| Super Inday and the Golden Bibe                                                                                      | 5.6    |
| Tamassu                                                                                                              | 5.6    |
| Tender Son: The Frankenstein Project                                                                                 | 5.6    |
| The 5th Quarter                                                                                                      | 5.6    |
| The Alley                                                                                                            | 5.6    |
| The Bounty Hunter                                                                                                    | 5.6    |
| The Chameleon                                                                                                        | 5.6    |
| The City of Shadows                                                                                                  | 5.6    |
| The Devil's 6 Commandments                                                                                           | 5.6    |
| The Devil's Gravestone                                                                                               | 5.6    |
| The Dry Land                                                                                                         | 5.6    |
| The Earth Marathon                                                                                                   | 5.6    |
| The Forgotten Jewel                                                                                                  | 5.6    |
| The Glass River                                                                                                      | 5.6    |
| The House by the Medlar Tree                                                                                         | 5.6    |
| The Impasse of Desire                                                                                                | 5.6    |
| The Last Exorcism                                                                                                    | 5.6    |
| The Negotiator: The Movie                                                                                            | 5.6    |
| The Nine Muses                                                                                                       | 5.6    |
| The Outlaw                                                                                                           | 5.6    |
| The Sultry Assassin: The Aphrodisiac Kill                                                                            | 5.6    |
| The Sword and the Rose                                                                                               | 5.6    |
| The Trial                                                                                                            | 5.6    |
| The Valdemar Legacy                                                                                                  | 5.6    |
| The Ward                                                                                                             | 5.6    |
| This Movie Is Broken                                                                                                 | 5.6    |
| Tito bez maske                                                                                                       | 5.6    |
| Tom Toal: On the Scrapheap                                                                                           | 5.6    |
| Tomme tønner                                                                                                         | 5.6    |
| Trapped: Haitian Nights                                                                                              | 5.6    |
| Ultramarines: A Warhammer 40,000 Movie                                                                               | 5.6    |
| Unresolved Sexual Tension                                                                                            | 5.6    |
| Virsa                                                                                                                | 5.6    |
| We Are Family                                                                                                        | 5.6    |
| When in Rome                                                                                                         | 5.6    |
| Çakallarla Dans                                                                                                      | 5.6    |
| A Buddy Story                                                                                                        | 5.5    |
| Aagathan                                                                                                             | 5.5    |
| Adelle                                                                                                               | 5.5    |
| African Gangster                                                                                                     | 5.5    |
| Alicia, Go Yonder                                                                                                    | 5.5    |
| Amphetamine                                                                                                          | 5.5    |
| And on the Third Day                                                                                                 | 5.5    |
| Another Sky                                                                                                          | 5.5    |
| Arthur 3: The War of the Two Worlds                                                                                  | 5.5    |
| Ay Lav Yu                                                                                                            | 5.5    |
| BKO: Bangkok Knockout                                                                                                | 5.5    |
| Baana Kaathadi                                                                                                       | 5.5    |
| Bagrovyy tsvet snegopada                                                                                             | 5.5    |
| Bang Rajan 2                                                                                                         | 5.5    |
| Baseball Chronicles                                                                                                  | 5.5    |
| Bayside Shakedown 3: Set the Guys Loose                                                                              | 5.5    |
| Ben & Jake's Big Deal                                                                                                | 5.5    |
| Black Ocean                                                                                                          | 5.5    |
| Black Sand                                                                                                           | 5.5    |
| Bonded by Blood                                                                                                      | 5.5    |
| Cargo, les hommes perdus.                                                                                            | 5.5    |
| Ceremony                                                                                                             | 5.5    |
| Chassis                                                                                                              | 5.5    |
| Chatroom                                                                                                             | 5.5    |
| Christmas Mail                                                                                                       | 5.5    |
| Cocapop                                                                                                              | 5.5    |
| Cool Gel Attacks                                                                                                     | 5.5    |
| Crazy on the Outside                                                                                                 | 5.5    |
| Cutback                                                                                                              | 5.5    |
| Dalaw                                                                                                                | 5.5    |
| Dangerous Attractions                                                                                                | 5.5    |
| Daniel's Lot                                                                                                         | 5.5    |
| Darling I Lowe Ju                                                                                                    | 5.5    |
| Day and Night                                                                                                        | 5.5    |
| Dear Alice                                                                                                           | 5.5    |
| Death Tube 2: Broadcast Murder Show                                                                                  | 5.5    |
| EX-Shamkar                                                                                                           | 5.5    |
| Echte Wiener 2 - Die Deppat'n und die Gspritzt'n                                                                     | 5.5    |
| Embargo                                                                                                              | 5.5    |
| Emil                                                                                                                 | 5.5    |
| Father Jejemon                                                                                                       | 5.5    |
| For Christ's Sake                                                                                                    | 5.5    |
| Frankenstein Rising                                                                                                  | 5.5    |
| Fuchsia the Mini-Witch                                                                                               | 5.5    |
| Gaayam 2                                                                                                             | 5.5    |
| Gangsterland                                                                                                         | 5.5    |
| Gekijouban hontou ni atta kowai hanashi 3D                                                                           | 5.5    |
| Genitori & figli:) - Agitare bene prima dell'uso                                                                     | 5.5    |
| Gesher                                                                                                               | 5.5    |
| Gidravlika                                                                                                           | 5.5    |
| Gimme Some Respect                                                                                                   | 5.5    |
| Glückliche Fügung                                                                                                    | 5.5    |
| Haq                                                                                                                  | 5.5    |
| Hatchet II                                                                                                           | 5.5    |
| Haze                                                                                                                 | 5.5    |
| Headshots                                                                                                            | 5.5    |
| Help of God                                                                                                          | 5.5    |
| Helpless Stones                                                                                                      | 5.5    |
| Hotchpotch 3                                                                                                         | 5.5    |
| Hustawka                                                                                                             | 5.5    |
| In My Sleep                                                                                                          | 5.5    |
| Irreversi                                                                                                            | 5.5    |
| Joffa: The Movie                                                                                                     | 5.5    |
| Kabaddi Ikk Mohabbat                                                                                                 | 5.5    |
| Killers                                                                                                              | 5.5    |
| Krai... Nai Hong                                                                                                     | 5.5    |
| Life with Closed Eyes                                                                                                | 5.5    |
| Little Fockers                                                                                                       | 5.5    |
| Little Sparrows                                                                                                      | 5.5    |
| Lost in Panic Room                                                                                                   | 5.5    |
| Louise's Diary 1942                                                                                                  | 5.5    |
| Love Tales                                                                                                           | 5.5    |
| Love on the Rocks                                                                                                    | 5.5    |
| Luke and Joe Get Lost                                                                                                | 5.5    |
| Luna verde                                                                                                           | 5.5    |
| MacGruber                                                                                                            | 5.5    |
| Martín al amanecer                                                                                                   | 5.5    |
| Menschenliebe                                                                                                        | 5.5    |
| Miss Nobody                                                                                                          | 5.5    |
| Moral Bozuklugu ve 31                                                                                                | 5.5    |
| More Than Chance                                                                                                     | 5.5    |
| Morgen das Leben                                                                                                     | 5.5    |
| New Year                                                                                                             | 5.5    |
| No Heart Feelings                                                                                                    | 5.5    |
| Non c'è tempo per gli eroi                                                                                           | 5.5    |
| Ora Amake Bhalo Hote Dilo Na                                                                                         | 5.5    |
| Palmetto Haunting                                                                                                    | 5.5    |
| Payback                                                                                                              | 5.5    |
| Pièce montée                                                                                                         | 5.5    |
| Psycho Ranger                                                                                                        | 5.5    |
| R U There                                                                                                            | 5.5    |
| Rebecca H. (Return to the Dogs)                                                                                      | 5.5    |
| Rendez-vous avec un ange                                                                                             | 5.5    |
| Run Sister Run!                                                                                                      | 5.5    |
| Running Inside Out                                                                                                   | 5.5    |
| Saint                                                                                                                | 5.5    |
| Saranae Siblor                                                                                                       | 5.5    |
| Saru Lock the Movie                                                                                                  | 5.5    |
| SeaZone                                                                                                              | 5.5    |
| Shut Your Blog Off                                                                                                   | 5.5    |
| Si les papillons parlaient                                                                                           | 5.5    |
| Sorry If I Want to Marry You                                                                                         | 5.5    |
| Space Tours: Mission E.V.A.                                                                                          | 5.5    |
| Spurt                                                                                                                | 5.5    |
| Sterke verhalen                                                                                                      | 5.5    |
| Stoute Boudjies                                                                                                      | 5.5    |
| Sukhmani                                                                                                             | 5.5    |
| The Counsel                                                                                                          | 5.5    |
| The Electro Wars                                                                                                     | 5.5    |
| The Gardener of God                                                                                                  | 5.5    |
| The Intern                                                                                                           | 5.5    |
| The Life Sublime                                                                                                     | 5.5    |
| The Mandarin Orange Boy                                                                                              | 5.5    |
| The Rain Fairy                                                                                                       | 5.5    |
| The Return of Ulysses                                                                                                | 5.5    |
| The Right to Bear Arms                                                                                               | 5.5    |
| The Shrine                                                                                                           | 5.5    |
| The Stranger in Us                                                                                                   | 5.5    |
| The Tortured                                                                                                         | 5.5    |
| Theeradha Vilaiyattu Pillai                                                                                          | 5.5    |
| They Walk                                                                                                            | 5.5    |
| Ticked-Off Trannies with Knives                                                                                      | 5.5    |
| Together Is Too Much                                                                                                 | 5.5    |
| Toilet                                                                                                               | 5.5    |
| Two Eyes Staring                                                                                                     | 5.5    |
| V stile jazz                                                                                                         | 5.5    |
| Vandae Maatharam                                                                                                     | 5.5    |
| Vroom                                                                                                                | 5.5    |
| Who Wasn't There                                                                                                     | 5.5    |
| Winta                                                                                                                | 5.5    |
| 2048                                                                                                                 | 5.4    |
| 4 Black Suits                                                                                                        | 5.4    |
| 400 Contra 1: Uma História do Crime Organizado                                                                       | 5.4    |
| A Star is Born                                                                                                       | 5.4    |
| Adnan Semp-It                                                                                                        | 5.4    |
| Adventures of Bailey: The Lost Puppy                                                                                 | 5.4    |
| Agnosia                                                                                                              | 5.4    |
| All to the Sea                                                                                                       | 5.4    |
| Ambasamudram Ambani                                                                                                  | 5.4    |
| America Lost and Found: The BBS Story                                                                                | 5.4    |
| Amélie au pays des Bodin's                                                                                           | 5.4    |
| An Invisible Sign                                                                                                    | 5.4    |
| Art House                                                                                                            | 5.4    |
| Belleville-Tokyo                                                                                                     | 5.4    |
| Blood Junkie                                                                                                         | 5.4    |
| Blood and Love                                                                                                       | 5.4    |
| Bloudím                                                                                                              | 5.4    |
| C Eriksson Solo                                                                                                      | 5.4    |
| Centre Place                                                                                                         | 5.4    |
| Cold Cabin                                                                                                           | 5.4    |
| Dale of the Dead                                                                                                     | 5.4    |
| Death Do Us Part                                                                                                     | 5.4    |
| Devil's Kickers                                                                                                      | 5.4    |
| Dharma Guns (La succession Starkov)                                                                                  | 5.4    |
| Disney High School Musical: China                                                                                    | 5.4    |
| Don Quixote                                                                                                          | 5.4    |
| Escrito con sangre                                                                                                   | 5.4    |
| Esther's Diary                                                                                                       | 5.4    |
| Fit                                                                                                                  | 5.4    |
| Flying Lessons                                                                                                       | 5.4    |
| Freeway Killer                                                                                                       | 5.4    |
| Frozen                                                                                                               | 5.4    |
| Godkiller: Walk Among Us                                                                                             | 5.4    |
| Henry                                                                                                                | 5.4    |
| Hitori kakurenbo shin gekijouban                                                                                     | 5.4    |
| Hochzeitspolka                                                                                                       | 5.4    |
| Honor                                                                                                                | 5.4    |
| Housefull                                                                                                            | 5.4    |
| How Do You Know                                                                                                      | 5.4    |
| Hunting Park                                                                                                         | 5.4    |
| Hustlers                                                                                                             | 5.4    |
| I Am Grandmother                                                                                                     | 5.4    |
| Imogène McCarthery                                                                                                   | 5.4    |
| In Your Hands                                                                                                        | 5.4    |
| Invited                                                                                                              | 5.4    |
| It Begins with the End                                                                                               | 5.4    |
| It's a Wonderful Afterlife                                                                                           | 5.4    |
| Jelly                                                                                                                | 5.4    |
| Jim                                                                                                                  | 5.4    |
| Jordan                                                                                                               | 5.4    |
| Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle                                                   | 5.4    |
| La bella società                                                                                                     | 5.4    |
| Le Chakka                                                                                                            | 5.4    |
| Le mystère Egoyan                                                                                                    | 5.4    |
| Legenda o Lietajúcom Cypriánovi                                                                                      | 5.4    |
| Les meilleurs amis du monde                                                                                          | 5.4    |
| Love Scenario                                                                                                        | 5.4    |
| Love at 40                                                                                                           | 5.4    |
| Maa Nanna Chiranjeevi                                                                                                | 5.4    |
| Maya                                                                                                                 | 5.4    |
